gender,languages_selected,education_level,major_field_of_study,cgpa,current_year,current_semester,experties_major_gpa,experties_suggest_career,student_programming_learned,mind_stress_management,learning_style,student_expectation,preferred_work_environment,work_life_balance,internship_experience,real_world_projects_completed,certifications
male,tamil,bachelor's degree,computer science,3.47,2,1,2.8,Blockchain Developer,"Web3.js, Ethereum, Smart Contracts, Node.js",low,kinesthetic,systems analyst,remote,excellent,no,4,cisco
female,"english, sinhala, tamil",bachelor's degree,cyber security,2.94,4,2,2.41,IoT Engineer,"Arduino, C/C++, Raspberry Pi, Cloud Integration",excellent,auditory,devops engineer,hybrid,average,yes,9,google
male,english,bachelor's degree,software engineering,2.49,1,2,3.41,Embedded Systems Engineer,"PCB Design, RTOS, Microcontrollers, C/C++",low,visual,systems analyst,remote,poor,yes,10,aws
male,sinhala,bachelor's degree,software engineering,2.47,4,2,3.14,AR/VR Developer,"3D Modeling, Unity, Unreal Engine, XR SDKs",low,visual,security engineer,remote,average,no,4,azure
female,"tamil, english",bachelor's degree,data science,3.69,3,2,3.27,SEO Specialist,"Backlinks, SEO Tools, Google Analytics, HTML",low,kinesthetic,qa engineer,hybrid,excellent,yes,12,azure
female,"tamil, english",bachelor's degree,software engineering,3.62,3,1,3.8,IT Support Specialist,"Networking, Ticketing Systems, Active Directory, Windows",low,kinesthetic,devops engineer,remote,excellent,no,0,cisco
female,"english, sinhala",bachelor's degree,software engineering,2.31,2,2,3.05,Software Engineer,"Git, Spring Boot, Python, SQL",excellent,kinesthetic,data scientist,hybrid,excellent,yes,5,aws
male,"tamil, english",bachelor's degree,software engineering,2.68,3,1,3.85,Full Stack Developer,"MongoDB, JavaScript, Express, REST API",excellent,kinesthetic,security engineer,remote,excellent,no,7,google
female,tamil,bachelor's degree,information technology,2.51,1,1,3.32,Frontend Developer,"Tailwind CSS, React, JavaScript, TypeScript",low,visual,systems analyst,remote,average,yes,7,azure
male,"sinhala, tamil",bachelor's degree,information technology,3.67,2,2,3.91,Backend Developer,"SQL, Java, Node.js, Microservices",moderate,kinesthetic,qa engineer,remote,excellent,yes,2,google
male,tamil,bachelor's degree,cyber security,3.11,2,1,2.6,Web Developer,"PHP, MySQL, CSS, Bootstrap",low,auditory,systems analyst,remote,poor,no,3,cisco
female,tamil,bachelor's degree,software engineering,2.53,2,1,3.79,Mobile App Developer,"Swift, Kotlin, Java, REST API",moderate,auditory,data scientist,hybrid,average,yes,7,none
male,sinhala,bachelor's degree,computer science,2.55,1,2,3.18,Data Scientist,"Python, NumPy, Tableau, SQL",excellent,auditory,qa engineer,onsite,poor,no,10,cisco
female,"english, sinhala, tamil",bachelor's degree,computer science,3.67,4,1,3.62,Data Analyst,"Data Visualization, Statistics, Excel, Python",excellent,auditory,qa engineer,onsite,poor,yes,11,none
male,"english, sinhala, tamil",bachelor's degree,cyber security,3.01,1,1,3.71,Machine Learning Engineer,"Deep Learning, NumPy, TensorFlow, Scikit-learn",moderate,visual,software engineer,hybrid,average,yes,0,aws
male,"english, sinhala",bachelor's degree,computer science,3.67,4,2,3.16,AI Engineer,"PyTorch, NLP, Data Processing, Python",excellent,kinesthetic,systems analyst,onsite,poor,no,1,cisco
male,english,bachelor's degree,software engineering,2.63,1,1,2.82,BI Developer,"DAX, ETL Tools, Power BI, Excel",excellent,kinesthetic,qa engineer,onsite,average,yes,9,azure
female,sinhala,bachelor's degree,data science,3.47,2,2,2.72,DevOps Engineer,"AWS, Jenkins, CI/CD, Docker",low,auditory,data scientist,onsite,poor,no,6,none
male,sinhala,bachelor's degree,data science,2.74,2,2,3.28,Cloud Engineer,"AWS, Terraform, Kubernetes, Azure",low,kinesthetic,qa engineer,onsite,poor,no,6,azure
male,sinhala,bachelor's degree,information technology,3.42,1,1,2.42,Cloud Architect,"AWS/Azure Design, Microservices, Security, Networking",low,visual,devops engineer,remote,excellent,yes,12,azure
female,"english, sinhala, tamil",bachelor's degree,software engineering,2.31,4,1,2.58,Cybersecurity Analyst,"SIEM, Firewalls, Networking, Risk Analysis",excellent,kinesthetic,qa engineer,onsite,average,no,5,google
female,"english, sinhala, tamil",bachelor's degree,cyber security,3.15,4,2,3.31,Ethical Hacker,"Wireshark, Python, Metasploit, Kali Linux",moderate,kinesthetic,software engineer,hybrid,average,yes,3,none
male,tamil,bachelor's degree,computer science,3.62,3,1,3.0,Security Engineer,"Linux, SIEM, Firewalls, Cloud Security",excellent,auditory,systems analyst,hybrid,excellent,yes,7,none
female,"sinhala, tamil",bachelor's degree,computer science,3.26,2,2,2.61,Information Security Analyst,"Networking, Compliance, SIEM, Incident Response",excellent,kinesthetic,qa engineer,hybrid,average,no,12,google
male,"english, sinhala",bachelor's degree,software engineering,3.56,1,1,2.51,Network Engineer,"VPN, Firewalls, Switching, Cisco",moderate,visual,devops engineer,remote,average,no,3,aws
female,"sinhala, tamil",bachelor's degree,computer science,2.83,4,1,2.3,System Administrator,"Linux, Windows Server, Networking, Bash",moderate,visual,security engineer,remote,average,yes,10,none
female,"tamil, english",bachelor's degree,data science,3.58,4,2,3.0,IT Support Engineer,"Ticketing Tools, Active Directory, Hardware, Networking",excellent,auditory,systems analyst,remote,excellent,yes,5,google
female,tamil,bachelor's degree,cyber security,2.54,1,2,2.62,Hardware Engineer,"PCB Design, Circuit Design, Arduino, Electronics",moderate,kinesthetic,qa engineer,remote,average,no,0,azure
male,"english, sinhala",bachelor's degree,computer science,3.57,1,1,2.89,QA Engineer,"API Testing, Test Cases, Selenium, SQL",low,auditory,security engineer,remote,poor,no,8,azure
male,"tamil, english",bachelor's degree,data science,3.29,3,1,2.57,Software Tester,"Selenium, Manual Testing, Test Plans, SQL",low,auditory,systems analyst,onsite,poor,no,9,google
female,"tamil, english",bachelor's degree,computer science,2.43,4,1,3.17,Automation Test Engineer,"Java, TestNG, Python, Selenium",excellent,auditory,security engineer,hybrid,average,no,7,google
female,"sinhala, tamil",bachelor's degree,software engineering,2.4,4,1,3.63,UI Designer,"Figma, Photoshop, UI Principles, Prototyping",moderate,auditory,qa engineer,hybrid,average,yes,1,none
male,"english, sinhala, tamil",bachelor's degree,cyber security,3.4,4,1,3.38,UX Designer,"User Research, Wireframing, Prototyping, Figma",moderate,kinesthetic,software engineer,hybrid,average,yes,3,aws
female,tamil,bachelor's degree,computer science,4.0,4,2,2.89,Product Designer,"UX Research, Design Systems, Prototyping, UI Design",low,kinesthetic,data scientist,hybrid,average,yes,7,azure
male,"tamil, english",bachelor's degree,cyber security,2.31,3,1,3.7,Blockchain Developer,"Cryptography, Node.js, Web3.js, Solidity",excellent,kinesthetic,qa engineer,hybrid,poor,no,1,none
male,sinhala,bachelor's degree,information technology,2.78,4,1,3.99,IoT Engineer,"C/C++, Sensors, MQTT, Arduino",low,auditory,devops engineer,remote,excellent,yes,7,azure
male,english,bachelor's degree,cyber security,3.68,4,1,3.44,Embedded Systems Engineer,"IoT, Electronics, Microcontrollers, PCB Design",excellent,visual,security engineer,hybrid,excellent,no,0,cisco
male,english,bachelor's degree,cyber security,3.85,1,2,2.6,AR/VR Developer,"Unreal Engine, C#, Blender, 3D Modeling",moderate,auditory,data scientist,onsite,excellent,no,6,none
male,"sinhala, tamil",bachelor's degree,data science,2.94,3,1,3.04,SEO Specialist,"Backlinks, Keyword Research, HTML, SEO Tools",excellent,visual,software engineer,onsite,excellent,yes,10,azure
female,"tamil, english",bachelor's degree,information technology,3.51,3,1,3.99,IT Support Specialist,"Ticketing Systems, Networking, Troubleshooting, Active Directory",low,auditory,security engineer,hybrid,excellent,yes,0,azure
female,english,bachelor's degree,data science,2.34,1,2,2.77,Software Engineer,"SQL, Java, Python, Spring Boot",low,kinesthetic,qa engineer,onsite,excellent,no,5,cisco
female,"tamil, english",bachelor's degree,computer science,3.68,1,2,2.53,Full Stack Developer,"React, REST API, MongoDB, Express",excellent,visual,security engineer,hybrid,average,yes,1,google
male,"english, sinhala, tamil",bachelor's degree,data science,3.79,1,1,2.77,Frontend Developer,"React, TypeScript, HTML, Tailwind CSS",moderate,kinesthetic,systems analyst,onsite,poor,no,10,none
female,"english, sinhala, tamil",bachelor's degree,information technology,3.46,2,1,3.84,Backend Developer,"SQL, Spring Boot, Node.js, Java",excellent,kinesthetic,security engineer,remote,excellent,yes,3,aws
male,tamil,bachelor's degree,cyber security,2.67,2,2,2.48,Web Developer,"CSS, Bootstrap, MySQL, HTML",excellent,kinesthetic,security engineer,hybrid,average,no,0,cisco
female,"tamil, english",bachelor's degree,information technology,3.99,3,1,3.15,Mobile App Developer,"Swift, REST API, Kotlin, Flutter",low,visual,data scientist,hybrid,poor,no,0,none
male,"english, sinhala, tamil",bachelor's degree,information technology,4.0,2,1,2.94,Data Scientist,"SQL, Tableau, Python, NumPy",excellent,kinesthetic,systems analyst,onsite,average,no,5,aws
female,"sinhala, tamil",bachelor's degree,cyber security,3.75,1,2,3.98,Data Analyst,"Python, SQL, Data Visualization, Excel",moderate,kinesthetic,data scientist,onsite,poor,yes,10,cisco
female,sinhala,bachelor's degree,computer science,2.74,2,2,3.51,Machine Learning Engineer,"TensorFlow, Pandas, Deep Learning, Scikit-learn",moderate,kinesthetic,data scientist,hybrid,poor,yes,8,google
male,sinhala,bachelor's degree,software engineering,2.23,3,2,3.51,AI Engineer,"LLMs, Data Processing, Python, PyTorch",low,auditory,systems analyst,remote,poor,yes,5,google
male,"english, sinhala",bachelor's degree,computer science,3.74,3,2,3.1,BI Developer,"ETL Tools, SQL, DAX, Power BI",excellent,kinesthetic,software engineer,hybrid,poor,yes,8,google
male,english,bachelor's degree,data science,2.69,3,1,2.84,DevOps Engineer,"Jenkins, CI/CD, Kubernetes, Docker",moderate,visual,data scientist,remote,poor,no,11,aws
female,"english, sinhala, tamil",bachelor's degree,information technology,3.15,4,1,3.82,Cloud Engineer,"Kubernetes, GCP, Terraform, Docker",low,auditory,devops engineer,onsite,poor,yes,11,google
male,"english, sinhala",bachelor's degree,cyber security,3.43,3,1,2.32,Cloud Architect,"Microservices, AWS/Azure Design, IaC, Networking",excellent,kinesthetic,systems analyst,hybrid,excellent,no,9,aws
female,sinhala,bachelor's degree,software engineering,3.86,1,1,3.23,Cybersecurity Analyst,"Risk Analysis, SIEM, Linux, Networking",moderate,visual,data scientist,hybrid,excellent,yes,1,google
male,"tamil, english",bachelor's degree,cyber security,2.78,2,1,2.85,Ethical Hacker,"Python, Wireshark, Metasploit, Kali Linux",excellent,kinesthetic,systems analyst,hybrid,poor,no,0,none
female,english,bachelor's degree,software engineering,2.86,1,2,3.77,Security Engineer,"Encryption, Linux, SIEM, IAM",excellent,visual,security engineer,onsite,excellent,no,5,aws
female,"sinhala, tamil",bachelor's degree,cyber security,4.0,1,2,2.44,Information Security Analyst,"Incident Response, Risk Assessment, Networking, SOC Tools",moderate,auditory,devops engineer,remote,average,no,5,cisco
female,"english, sinhala, tamil",bachelor's degree,computer science,3.69,1,1,3.84,Network Engineer,"VPN, Switching, Routing, TCP/IP",moderate,kinesthetic,security engineer,remote,excellent,no,8,aws
male,"english, sinhala",bachelor's degree,data science,2.64,1,2,3.08,System Administrator,"Virtualization, Linux, Windows Server, Networking",excellent,kinesthetic,software engineer,remote,average,yes,3,azure
female,english,bachelor's degree,computer science,2.77,3,2,2.71,IT Support Engineer,"Hardware, Ticketing Tools, Windows, Active Directory",low,auditory,data scientist,hybrid,average,no,9,aws
male,sinhala,bachelor's degree,information technology,3.06,1,2,2.93,Hardware Engineer,"Embedded C, Arduino, Microcontrollers, Electronics",low,auditory,devops engineer,remote,average,yes,1,aws
male,"tamil, english",bachelor's degree,data science,2.93,1,2,2.75,QA Engineer,"Jira, Test Cases, API Testing, Selenium",moderate,kinesthetic,qa engineer,hybrid,poor,yes,7,none
male,sinhala,bachelor's degree,data science,4.0,1,1,2.4,Software Tester,"SQL, Manual Testing, Test Plans, Selenium",moderate,visual,data scientist,remote,excellent,yes,1,aws
female,"english, sinhala",bachelor's degree,software engineering,2.71,1,1,3.24,Automation Test Engineer,"TestNG, Python, Cypress, Selenium",excellent,kinesthetic,security engineer,hybrid,poor,no,5,google
male,sinhala,bachelor's degree,data science,2.23,4,1,2.74,UI Designer,"Figma, Adobe XD, Color Theory, UI Principles",excellent,visual,security engineer,onsite,average,yes,9,cisco
male,"tamil, english",bachelor's degree,computer science,2.71,2,1,3.11,UX Designer,"Prototyping, Figma, Psychology, UX Testing",moderate,visual,software engineer,remote,poor,yes,2,google
male,"sinhala, tamil",bachelor's degree,cyber security,3.81,2,1,3.59,Product Designer,"Figma, Prototyping, UX Research, User Flow",excellent,auditory,security engineer,remote,excellent,no,6,google
female,english,bachelor's degree,cyber security,2.95,2,2,2.59,Blockchain Developer,"Node.js, Smart Contracts, Solidity, Web3.js",low,auditory,qa engineer,onsite,excellent,yes,4,azure
male,english,bachelor's degree,software engineering,3.36,3,1,3.24,IoT Engineer,"Cloud Integration, C/C++, Sensors, Raspberry Pi",moderate,kinesthetic,devops engineer,hybrid,excellent,yes,6,azure
female,sinhala,bachelor's degree,computer science,2.97,1,1,3.41,Embedded Systems Engineer,"IoT, Electronics, C/C++, PCB Design",excellent,kinesthetic,systems analyst,onsite,average,no,10,azure
female,tamil,bachelor's degree,information technology,2.4,4,2,2.97,AR/VR Developer,"3D Modeling, XR SDKs, Unity, Blender",low,visual,security engineer,hybrid,poor,yes,2,google
female,english,bachelor's degree,data science,2.38,1,1,3.56,SEO Specialist,"Keyword Research, Backlinks, Content Strategy, HTML",excellent,auditory,systems analyst,onsite,average,yes,11,google
female,sinhala,bachelor's degree,information technology,2.0,2,1,3.04,IT Support Specialist,"Windows, Troubleshooting, Networking, Active Directory",low,kinesthetic,software engineer,remote,average,yes,0,azure
female,sinhala,bachelor's degree,cyber security,2.67,3,2,3.7,Software Engineer,"Java, Git, Python, OOP",moderate,kinesthetic,security engineer,remote,poor,no,9,none
male,tamil,bachelor's degree,computer science,2.71,1,2,2.55,Full Stack Developer,"MongoDB, REST API, Node.js, JavaScript",excellent,kinesthetic,systems analyst,remote,poor,no,10,cisco
male,"tamil, english",bachelor's degree,information technology,2.53,4,2,3.93,Frontend Developer,"TypeScript, HTML, Tailwind CSS, JavaScript",moderate,visual,devops engineer,remote,poor,yes,3,none
female,sinhala,bachelor's degree,information technology,2.77,3,1,3.11,Backend Developer,"Java, Node.js, REST API, Spring Boot",excellent,auditory,devops engineer,onsite,poor,yes,1,aws
male,sinhala,bachelor's degree,computer science,2.92,2,2,2.42,Web Developer,"JavaScript, Bootstrap, MySQL, CSS",low,auditory,devops engineer,hybrid,average,no,7,aws
male,tamil,bachelor's degree,cyber security,2.95,1,2,3.84,Mobile App Developer,"Java, Swift, Kotlin, REST API",excellent,auditory,security engineer,hybrid,average,yes,11,azure
male,"english, sinhala",bachelor's degree,data science,2.75,4,1,3.13,Data Scientist,"Pandas, Python, Tableau, SQL",low,visual,security engineer,onsite,excellent,yes,0,aws
female,"sinhala, tamil",bachelor's degree,data science,2.46,1,2,2.92,Data Analyst,"Data Visualization, Excel, Python, SQL",moderate,kinesthetic,security engineer,hybrid,excellent,no,6,google
male,tamil,bachelor's degree,information technology,4.0,4,1,2.5,Machine Learning Engineer,"TensorFlow, NumPy, Pandas, Deep Learning",moderate,visual,security engineer,onsite,average,yes,7,aws
male,"english, sinhala, tamil",bachelor's degree,data science,3.23,1,2,3.79,AI Engineer,"Data Processing, LLMs, TensorFlow, NLP",excellent,kinesthetic,data scientist,hybrid,excellent,yes,10,cisco
male,"english, sinhala, tamil",bachelor's degree,cyber security,3.61,1,2,2.29,BI Developer,"Tableau, DAX, Excel, ETL Tools",low,auditory,qa engineer,remote,excellent,no,9,none
male,"english, sinhala",bachelor's degree,data science,2.81,4,1,2.7,DevOps Engineer,"Jenkins, CI/CD, Linux, Docker",excellent,auditory,systems analyst,hybrid,excellent,yes,4,none
female,english,bachelor's degree,computer science,3.08,3,2,2.43,Cloud Engineer,"GCP, AWS, Kubernetes, Terraform",moderate,visual,systems analyst,onsite,average,no,12,aws
