Gender,District_Location,Education_Stream,Soft_Skills,Key_Skils,Current_semester,GPA,Experties_Preferred_GPA,Experties_preferred_tech_skills,Experties_preferred_Skills,Experties_Preferred_Career_Field,English_score,Ocean_Openness,Ocean_Conscientiousness,Ocean_Extraversion,Ocean_Agreeableness,Ocean_Neuroticism,Riasec_Realistic,Riasec_Investigative,Riasec_Artistic,Riasec_Social,Riasec_Enterprising,Riasec_Conventional,Learning_Style,Course_Recommendation,University_Recommendation,Skill_Gap_Score,Feedback_Score,Data_Consent,Timestamp
Female,Ratnapura,Bio Stream,"Communication, Active Listener","AWS Free Tier, EC2, S3, IAM, AWS Console",3Y1S,1.9,3.2,"AWS Free Tier, EC2, S3, IAM, AWS Console","Communication, Active Listener",DevOps / Cloud Engineer,83,4,2,2,2,3,1,3,9,9,5,5,Aural,,,,,,
Male,Kegalle,Maths Stream,"Creativity, Fresh Vision","Python, Google Colab, Scikit-learn, Pandas, Jupyter",1Y2S,2.6,3.3,"Python, Google Colab, Scikit-learn, Pandas, Jupyter","Creativity, Fresh Vision",Data Science & Analytics,57,1,1,4,4,1,4,10,10,10,10,10,Mixed (Visual + Read/Write),,,,,,
Female,Colombo,Bio Stream,"Presentation Skills, Smooth Delivery","Java, Python, Git, VS Code, MySQL, Postman",2Y1S,1,3.3,"Java, Python, Git, VS Code, MySQL","Presentation Skills, Smooth Delivery",Data Science & Analytics,92,5,4,1,1,4,7,2,4,1,6,3,Kinesthetic,,,,,,
Male,Gampaha,Arts Stream,"Emotional Intelligence, Emotionally Aware","Python, Pandas, Excel, Matplotlib, Google Colab",1Y1S,1.3,3.3,"Python, Pandas, Excel, Matplotlib, Google Colab","Emotional Intelligence, Emotionally Aware",Data Science & Analytics,64,3,5,3,5,5,10,4,5,6,4,1,Visual,,,,,,
Female,Kalutara,Commerce Stream,"Problem Solving, Thoughtful Fixer","HTML, CSS, React.js, Node.js, MongoDB, Express.js",2Y2S,2.1,3,"HTML, CSS, React.js, Node.js, MongoDB","Problem Solving, Thoughtful Fixer",Frontend / Web Developer,79,4,3,5,3,4,9,6,8,3,3,6,Read/Write,,,,,,
Male,Kandy,Bio Stream,"Time Management, Prioritizes Perfectly","Flutter, Dart, Firebase, Android Studio, Git",1Y2S,3.4,3,"Flutter, Dart, Firebase, Android Studio, Git","Time Management, Prioritizes Perfectly",Mobile App Developer,48,2,1,2,1,2,4,3,6,5,2,2,Aural,,,,,,
Female,Matale,Maths Stream,"Leadership, Leads by Action","Node.js, Express.js, MongoDB, Postman",2Y1S,4,3.2,"Node.js, Express.js, MongoDB, Postman","Leadership, Leads by Action",Software Engineer / Backend,73,1,2,4,4,3,3,8,3,2,1,8,Visual,,,,,,
Male,Nuwara Eliya,Technology Stream,"Teamwork, Dependable Member","HTML, CSS, JavaScript, Bootstrap, VS Code",1Y1S,2.7,3,"HTML, CSS, JavaScript, Bootstrap, VS Code","Teamwork, Dependable Member",Frontend / Web Developer,95,5,4,2,2,1,8,5,2,8,7,4,Kinesthetic,,,,,,
Female,Galle,Bio Stream,"Communication, Fluent & Clear","Figma, Canva, Wireframing, Basic Prototyping",2Y2S,3.9,3,"Figma, Canva, Wireframing, Basic Prototyping","Communication, Fluent & Clear",UI/UX Designer,88,3,5,5,5,5,2,7,9,9,8,7,Visual,,,,,,
Female,Matara,Maths Stream,"Public Speaking, Bold Performer","Java, VS Code, Git, MySQL, Basic Spring Boot",1Y2S,4.5,3.3,"Java, VS Code, Git, MySQL, Basic Spring Boot","Public Speaking, Bold Performer",Data Science & Analytics,41,1,3,3,3,3,5,1,1,4,9,9,Kinesthetic,,,,,,
Male,Hambantota,Arts Stream,"Adaptability, Multi-Mode Thinker","Docker Desktop, Git, Basic Linux Commands",1Y1S,1.8,3.2,"Docker Desktop, Git, Basic Linux Commands","Adaptability, Multi-Mode Thinker",DevOps / Cloud Engineer,67,4,2,1,4,1,7,9,7,7,5,5,Read/Write,,,,,,
Female,Jaffna,Commerce Stream,"Critical Thinking, Deep Analyzer","SQL, Excel, Power BI (Basic), Google Sheets",2Y1S,2.4,3.3,"SQL, Excel, Power BI (Basic), Google Sheets","Critical Thinking, Deep Analyzer",Data Science & Analytics,99,2,1,4,2,4,1,10,10,10,10,10,Visual,,,,,,
Male,Kilinochchi,Bio Stream,"Emotional Intelligence, Strong Empathy","AWS S3, EC2, Free Tier, IAM Basics",1Y2S,3.2,3.2,"AWS S3, EC2, Free Tier, IAM Basics","Emotional Intelligence, Strong Empathy",DevOps / Cloud Engineer,52,5,4,5,1,2,6,4,5,6,4,1,Kinesthetic,,,,,,
Male,Mannar,Maths Stream,"Problem Solving, Smart Troubleshooter","Python, Google Colab, Jupyter, Pandas",2Y2S,4.8,3.3,"Python, Google Colab, Jupyter, Pandas","Problem Solving, Smart Troubleshooter",Data Science & Analytics,84,4,5,1,5,5,10,6,8,3,3,6,Aural,,,,,,
Female,Vavuniya,Bio Stream,"Time Management, Efficient Planner","TryHackMe, Nmap, Kali Linux Basics",1Y1S,2,2.8,"TryHackMe, Nmap, Kali Linux Basics","Time Management, Efficient Planner",IT / Technology Generalist,76,3,2,2,3,4,7,8,6,5,2,2,Visual,,,,,,
Female,Mullaitivu,Technology Stream,"Leadership, Emerging Leader","HTML, CSS, React.js, Node.js, Express.js, MongoDB",2Y1S,3.5,3,"HTML, CSS, React.js, Node.js, Express.js","Leadership, Emerging Leader",Frontend / Web Developer,63,1,3,3,2,3,5,5,1,2,1,8,Kinesthetic,,,,,,
Male,Batticaloa,Arts Stream,"Teamwork, Supportive Ally","Java, Python, Git, MySQL, VS Code",1Y2S,4.2,3.3,"Java, Python, Git, MySQL, VS Code","Teamwork, Supportive Ally",Data Science & Analytics,97,2,1,4,1,1,3,1,2,8,7,4,Mixed (Kinesthetic + Visual),,,,,,
Female,Ampara,Commerce Stream,"Communication, Respectful Speaker","Node.js, Express.js, MongoDB, Postman",2Y1S,1.1,3.2,"Node.js, Express.js, MongoDB, Postman, VS Code","Communication, Respectful Speaker",Software Engineer / Backend,55,5,4,2,4,2,1,2,4,4,6,3,Visual,,,,,,
Male,Trincomalee,Bio Stream,"Creativity, Inventive Mind","HTML, CSS, JavaScript, React.js, Git",1Y1S,2.9,3,"HTML, CSS, JavaScript, React.js, Git","Creativity, Inventive Mind",Frontend / Web Developer,89,3,5,1,5,4,9,3,9,9,8,7,Read/Write,,,,,,
Female,Kurunegala,Maths Stream,"Presentation Skills, Naturally Persuasive","Python, Pandas, Excel, Matplotlib, Google Colab",2Y2S,3.7,3.3,"Python, Pandas, Excel, Matplotlib, Google Colab","Presentation Skills, Naturally Persuasive",Data Science & Analytics,46,4,3,3,3,1,4,7,3,1,9,9,Kinesthetic,,,,,,
Male,Puttalam,Bio Stream,"Emotional Intelligence, Grounded & Aware","Figma, Canva, Basic UI/UX, Prototyping",1Y2S,4.9,3,"Figma, Canva, Basic UI/UX, Prototyping","Emotional Intelligence, Grounded & Aware",UI/UX Designer,71,1,2,4,4,5,8,9,7,7,5,5,Visual,,,,,,
Female,Anuradhapura,Arts Stream,"Problem Solving, Strategic Solver","Flutter, Dart, Android Studio, Firebase Auth",2Y1S,1.5,3,"Flutter, Dart, Android Studio, Firebase Auth","Problem Solving, Strategic Solver",Mobile App Developer,94,2,1,5,1,2,2,10,10,10,10,10,Aural,,,,,,
Female,Polonnaruwa,Commerce Stream,"Time Management, Reliable Scheduler","Git, Docker Desktop, VS Code",1Y1S,2.2,3.2,"Git, Docker Desktop, VS Code","Time Management, Reliable Scheduler",DevOps / Cloud Engineer,58,5,4,3,2,3,6,6,8,3,3,6,Visual,,,,,,
Male,Badulla,Bio Stream,"Leadership, Motivator","AWS Free Tier, S3, EC2",2Y2S,3,3.2,"AWS Free Tier, S3, EC2","Leadership, Motivator",DevOps / Cloud Engineer,81,3,5,2,5,5,10,8,6,5,2,2,Kinesthetic,,,,,,
Male,Monaragala,Maths Stream,"Teamwork, Positive Collaborator","Python, Google Colab, Scikit-learn, Pandas",1Y2S,4.4,3.3,"Python, Google Colab, Scikit-learn, Pandas","Teamwork, Positive Collaborator",Data Science & Analytics,69,2,3,1,3,3,3,5,1,2,1,8,Read/Write,,,,,,
Female,Ratnapura,Technology Stream,"Communication, Clear Communicator","Java, VS Code, Git, MySQL, Postman",1Y1S,1.9,3.3,"Java, VS Code, Git, MySQL, Postman","Communication, Clear Communicator",Data Science & Analytics,38,4,2,4,2,4,6,2,9,8,7,4,Visual,,,,,,
Female,Kegalle,Bio Stream,"Public Speaking, Strong Delivery","Python, Pandas, Excel, Jupyter Notebook",2Y1S,2.6,3.3,"Python, Pandas, Excel, Jupyter Notebook","Public Speaking, Strong Delivery",Data Science & Analytics,87,1,1,5,4,1,8,7,3,4,6,3,Kinesthetic,,,,,,
Male,Colombo,Maths Stream,"Adaptability, Flexible Mindset","Flutter, Dart, Firebase, VS Code",1Y2S,,3,"Flutter, Dart, Firebase, VS Code","Adaptability, Flexible Mindset",Mobile App Developer,53,5,4,1,1,2,2,3,5,7,4,1,Visual,,,,,,
Female,Gampaha,Bio Stream,"Critical Thinking, Strong Reasoner","HTML, CSS, React.js, Node.js, MongoDB",2Y2S,4.4,3,"HTML, CSS, React.js, Node.js, MongoDB","Critical Thinking, Strong Reasoner",Frontend / Web Developer,96,3,5,3,5,5,5,9,7,9,8,7,Aural,,,,,,
Male,Kalutara,Maths Stream,"Emotional Intelligence, Highly Aware","Java, Python, Git, MySQL, Basic APIs",1Y1S,1.9,3.3,"Java, Python, Git, MySQL, Basic APIs","Emotional Intelligence, Highly Aware",Data Science & Analytics,60,4,3,2,3,3,9,1,2,1,9,9,Kinesthetic,,,,,,
Female,Kandy,Commerce Stream,"Problem Solving, Creative Fixer","Node.js, Express.js, MongoDB, VS Code",2Y1S,2.6,3.2,"Node.js, Express.js, MongoDB, VS Code","Problem Solving, Creative Fixer",Software Engineer / Backend,74,2,1,4,4,2,4,4,4,6,5,5,Visual,,,,,,
Female,Matale,Arts Stream,"Time Management, Disciplined Worker","HTML, CSS, JavaScript, Bootstrap",1Y2S,1,3,"HTML, CSS, JavaScript, Bootstrap","Time Management, Disciplined Worker",Frontend / Web Developer,43,1,2,1,1,4,1,10,10,10,10,10,Mixed (Visual + Kinesthetic),,,,,,
Male,Nuwara Eliya,Technology Stream,"Leadership, Strength in Guidance","SQL, Excel, Power BI (Basic)",2Y2S,1.3,3.3,"SQL, Excel, Power BI (Basic)","Leadership, Strength in Guidance",Data Science & Analytics,91,5,4,5,2,1,7,8,6,5,2,2,Read/Write,,,,,,
Male,Galle,Bio Stream,"Teamwork, Always Cooperative","Figma, Canva, Wireframing",1Y1S,2.1,3,"Figma, Canva, Wireframing","Teamwork, Always Cooperative",UI/UX Designer,66,3,5,3,5,5,10,1,1,2,1,8,Kinesthetic,,,,,,
Female,Matara,Maths Stream,"Communication, Warm Connector","Kali Linux Basics, Nmap, TryHackMe",1Y2S,3.4,2.8,"Kali Linux Basics, Nmap, TryHackMe","Communication, Warm Connector",IT / Technology Generalist,78,1,3,4,3,4,2,4,9,8,7,4,Visual,,,,,,
Male,Hambantota,Bio Stream,"Creativity, Bright Imagination","Docker Desktop, Git, Basic Commands",2Y1S,4,3.2,"Docker Desktop, Git, Basic Commands","Creativity, Bright Imagination",DevOps / Cloud Engineer,50,4,2,2,2,2,4,9,5,4,6,3,Aural,,,,,,
Female,Jaffna,Commerce Stream,"Presentation Skills, Confident Speaker","AWS S3, EC2, Free Tier",1Y1S,2.7,3.2,"AWS S3, EC2, Free Tier","Presentation Skills, Confident Speaker",DevOps / Cloud Engineer,85,2,1,5,4,1,9,2,3,7,4,1,Visual,,,,,,
Male,Kilinochchi,Arts Stream,"Emotional Intelligence, Balanced Emotionally","Python, Google Colab, Pandas, Matplotlib",2Y2S,3.9,3.3,"Python, Google Colab, Pandas, Matplotlib","Emotional Intelligence, Balanced Emotionally",Data Science & Analytics,72,5,4,4,1,3,1,6,8,1,3,6,Kinesthetic,,,,,,
Female,Mannar,Maths Stream,"Problem Solving, Practical Thinker","Java, VS Code, Git, MySQL",1Y2S,4.5,3.3,"Java, VS Code, Git, MySQL","Problem Solving, Practical Thinker",Data Science & Analytics,49,3,5,2,5,5,7,3,2,9,8,7,Visual,,,,,,
Female,Vavuniya,Bio Stream,"Time Management, Deadline Champion","Flutter, Dart, Firebase, Android Studio",1Y1S,1.8,3,"Flutter, Dart, Firebase, Android Studio","Time Management, Deadline Champion",Mobile App Developer,98,4,3,1,3,3,5,7,7,6,9,9,Read/Write,,,,,,
Male,Mullaitivu,Technology Stream,"Leadership, Inspires Others","HTML, CSS, React.js, Node.js, Express.js",2Y1S,2.4,3,"HTML, CSS, React.js, Node.js, Express.js","Leadership, Inspires Others",Frontend / Web Developer,62,1,2,3,4,4,8,5,4,3,5,5,Kinesthetic,,,,,,
Female,Batticaloa,Commerce Stream,"Teamwork, Team Accelerator","SQL, Excel, Power BI, Google Sheets",1Y2S,3.2,3.3,"SQL, Excel, Power BI, Google Sheets","Teamwork, Team Accelerator",Data Science & Analytics,80,2,1,5,2,2,3,10,10,10,10,10,Visual,,,,,,
Male,Ampara,Bio Stream,"Communication, Clear Navigator","Node.js, Express.js, MongoDB",2Y2S,4.8,3.2,"Node.js, Express.js, MongoDB","Communication, Clear Navigator",Software Engineer / Backend,56,5,4,3,1,1,6,1,1,2,1,8,Visual,,,,,,
Male,Trincomalee,Maths Stream,"Public Speaking, Engaging Voice","HTML, CSS, JavaScript, React.js",1Y1S,2,3,"HTML, CSS, JavaScript, React.js","Public Speaking, Engaging Voice",Frontend / Web Developer,90,3,5,1,5,5,10,9,9,8,7,4,Kinesthetic,,,,,,
Female,Kurunegala,Arts Stream,"Adaptability, Adjusts Like Water","Python, Pandas, Google Colab",2Y1S,3.5,3.3,"Python, Pandas, Google Colab","Adaptability, Adjusts Like Water",Data Science & Analytics,45,2,3,4,4,4,4,7,5,4,6,3,Aural,,,,,,
Female,Puttalam,Bio Stream,"Critical Thinking, Refined Judgment","Figma, Canva, Basic Prototyping",1Y2S,4.2,3,"Figma, Canva, Basic Prototyping","Critical Thinking, Refined Judgment",UI/UX Designer,70,4,1,2,3,3,8,4,7,7,4,1,Mixed (Visual + Aural),,,,,,
Male,Anuradhapura,Commerce Stream,"Emotional Intelligence, Thoughtful and Kind","Flutter, Dart, VS Code, Firebase",2Y1S,1.1,3,"Flutter, Dart, VS Code, Firebase","Emotional Intelligence, Thoughtful and Kind",Mobile App Developer,93,1,2,5,1,1,5,3,4,1,3,6,Visual,,,,,,
Female,Polonnaruwa,Technology Stream,"Problem Solving, Solution Maker","Git, Docker Desktop",1Y1S,2.9,3.2,"Git, Docker Desktop","Problem Solving, Solution Maker",DevOps / Cloud Engineer,54,5,4,3,2,2,1,6,6,6,2,2,Kinesthetic,,,,,,
Male,Badulla,Maths Stream,"Time Management, Highly Organized","AWS Free Tier, EC2, S3",2Y2S,3.7,3.2,"AWS Free Tier, EC2, S3","Time Management, Highly Organized",DevOps / Cloud Engineer,82,3,5,1,5,5,9,2,3,9,8,7,Read/Write,,,,,,
Female,Monaragala,Bio Stream,"Leadership, Strong Presence","Python, Jupyter, Pandas",1Y2S,4.9,3.3,"Python, Jupyter, Pandas","Leadership, Strong Presence",Data Science & Analytics,61,4,3,4,4,3,2,5,2,3,9,9,Visual,,,,,,
Male,Ratnapura,Arts Stream,"Teamwork, Harmony Builder","Java, Python, Git, MySQL",2Y1S,1.5,3.3,"Java, Python, Git, MySQL","Teamwork, Harmony Builder",Data Science & Analytics,77,2,2,2,1,1,7,8,8,5,5,5,Kinesthetic,,,,,,
Female,Kegalle,Commerce Stream,"Communication, Skilled Conversationalist","Python, Pandas, Excel, Matplotlib",1Y1S,2.2,3.3,"Python, Pandas, Excel, Matplotlib","Communication, Skilled Conversationalist",Data Science & Analytics,47,1,1,3,3,4,3,10,10,10,10,10,Aural,,,,,,
Male,Colombo,Bio Stream,"Creativity, Unique Perspective","HTML, CSS, React.js, Node.js, MongoDB",2Y2S,3,3,"HTML, CSS, React.js, Node.js, MongoDB","Creativity, Unique Perspective",Frontend / Web Developer,86,5,4,4,2,2,6,9,9,8,7,4,Visual,,,,,,
Male,Gampaha,Maths Stream,"Presentation Skills, Smooth Communicator","Flutter, Dart, Android Studio",4Y2S,4.4,3,"Flutter, Dart, Android Studio","Presentation Skills, Smooth Communicator",Mobile App Developer,59,3,5,5,5,5,10,4,5,4,6,3,Kinesthetic,,,,,,
Female,Kalutara,Technology Stream,"Emotional Intelligence, Emotion-Tuned","TryHackMe, Nmap, Kali Linux",1Y2S,1.9,2.8,"TryHackMe, Nmap, Kali Linux","Emotional Intelligence, Emotion-Tuned",IT / Technology Generalist,75,1,3,2,4,4,5,2,7,7,4,1,Visual,,,,,,
Male,Kandy,Bio Stream,"Problem Solving, Adaptive Solver","Node.js, Express.js, MongoDB",2Y1S,2.6,3.2,"Node.js, Express.js, MongoDB","Problem Solving, Adaptive Solver",Software Engineer / Backend,42,4,1,1,2,3,9,8,3,1,3,6,Read/Write,,,,,,
Female,Matale,Arts Stream,"Time Management, Master Planner","HTML, CSS, Bootstrap, JavaScript",1Y1S,1,3,"HTML, CSS, Bootstrap, JavaScript","Time Management, Master Planner",Frontend / Web Developer,100,2,2,3,3,2,2,6,2,6,2,2,Kinesthetic,,,,,,
Female,Nuwara Eliya,Commerce Stream,"Leadership, Vision Driver","SQL, Excel, Power BI (Basic)",2Y2S,1.3,3.3,"SQL, Excel, Power BI (Basic)","Leadership, Vision Driver",Data Science & Analytics,68,5,4,4,1,1,7,3,8,3,1,8,Visual,,,,,,
Male,Galle,Maths Stream,"Teamwork, Energy Booster","Figma, Canva, Wireframing",1Y2S,2.1,3,"Figma, Canva, Wireframing","Teamwork, Energy Booster",UI/UX Designer,80,4,5,5,5,5,3,7,4,9,8,7,Aural,,,,,,
Female,Matara,Bio Stream,"Communication, Clear Thought Flow","Java, VS Code, Git, MySQL",2Y1S,3.4,3.3,"Java, VS Code, Git, MySQL","Communication, Clear Thought Flow",Data Science & Analytics,56,3,3,1,4,1,6,1,1,2,9,9,Visual,,,,,,
Male,Hambantota,Technology Stream,"Public Speaking, Storytelling Genius","Git, Docker Desktop, Basic Linux",1Y1S,4,3.2,"Git, Docker Desktop, Basic Linux","Public Speaking, Storytelling Genius",DevOps / Cloud Engineer,90,1,2,2,3,4,1,5,6,5,5,5,Kinesthetic,,,,,,
Female,Jaffna,Arts Stream,"Adaptability, Transformative Thinker","AWS S3, EC2, IAM",2Y2S,2.7,3.2,"AWS S3, EC2, IAM","Adaptability, Transformative Thinker",DevOps / Cloud Engineer,45,2,1,4,1,3,4,10,10,10,10,10,Mixed (Visual + Kinesthetic),,,,,,
Male,Kilinochchi,Bio Stream,"Critical Thinking, Evidence-Based Thinker","Python, Google Colab, Scikit-learn",1Y2S,3.9,2.8,"Python, Google Colab, Scikit-learn","Critical Thinking, Evidence-Based Thinker",IT / Technology Generalist,70,5,4,3,2,2,8,4,5,4,6,3,Visual,,,,,,
Female,Mannar,Commerce Stream,"Emotional Intelligence, People Smart","Java, Python, Git, Postman",1Y1S,4.5,3.2,"Java, Python, Git, Postman","Emotional Intelligence, People Smart",Software Engineer / Backend,93,3,5,1,5,4,10,2,7,7,4,1,Read/Write,,,,,,
Male,Vavuniya,Maths Stream,"Problem Solving, Action-Oriented Fixer","Python, Pandas, Jupyter",2Y1S,1.8,3.3,"Python, Pandas, Jupyter","Problem Solving, Action-Oriented Fixer",Data Science & Analytics,54,4,2,5,4,2,4,8,3,1,3,6,Kinesthetic,,,,,,
Female,Mullaitivu,Bio Stream,"Time Management, Perfect Scheduler","Flutter, Dart, Firebase Auth",1Y2S,2.4,3,"Flutter, Dart, Firebase Auth","Time Management, Perfect Scheduler",Mobile App Developer,82,1,3,2,2,5,1,7,4,6,2,2,Aural,,,,,,
Female,Batticaloa,Arts Stream,"Leadership, Confidence Catalyst","HTML, CSS, React.js, Node.js, Express.js",2Y2S,3.2,3,"HTML, CSS, React.js, Node.js, Express.js","Leadership, Confidence Catalyst",Frontend / Web Developer,61,2,1,3,1,1,7,1,8,3,1,8,Visual,,,,,,
Male,Ampara,Technology Stream,"Teamwork, Planet-Level Cooperation","Java, VS Code, MySQL, Git",1Y1S,4.8,3.3,"Java, VS Code, MySQL, Git","Teamwork, Planet-Level Cooperation",Data Science & Analytics,77,5,4,4,3,3,9,5,6,8,7,4,Kinesthetic,,,,,,
Male,Trincomalee,Commerce Stream,"Communication, Sonic Clarity","Node.js, Express.js, MongoDB",2Y1S,2,3.2,"Node.js, Express.js, MongoDB","Communication, Sonic Clarity",Software Engineer / Backend,47,3,5,1,5,5,3,3,2,2,9,7,Visual,,,,,,
Female,Kurunegala,Bio Stream,"Creativity, Dream Architect","HTML, CSS, JavaScript, React.js",1Y2S,3.5,3,"HTML, CSS, JavaScript, React.js","Creativity, Dream Architect",Frontend / Web Developer,86,2,3,3,4,3,8,6,1,9,8,9,Read/Write,,,,,,
Female,Puttalam,Maths Stream,"Public Speaking, Storm of Confidence","SQL, Excel, Power BI",2Y1S,4.2,3.3,"SQL, Excel, Power BI","Public Speaking, Storm of Confidence",Data Science & Analytics,59,4,2,5,3,4,2,9,9,5,5,5,Kinesthetic,,,,,,
Male,Anuradhapura,Arts Stream,"Emotional Intelligence, Cosmic Empathy","Figma, Canva, Prototyping",1Y1S,1.1,3,"Figma, Canva, Prototyping","Emotional Intelligence, Cosmic Empathy",UI/UX Designer,75,1,1,2,2,2,6,10,10,10,10,10,Visual,,,,,,
Female,Polonnaruwa,Technology Stream,"Problem Solving, Breaks Every Code","Kali Linux, Nmap, TryHackMe",2Y2S,2.9,2.8,"Kali Linux, Nmap, TryHackMe","Problem Solving, Breaks Every Code",IT / Technology Generalist,42,5,4,4,1,1,5,2,7,7,4,1,Visual,,,,,,
Male,Badulla,Bio Stream,"Time Management, Universal Timer","Docker Desktop, Git",1Y2S,2.4,3.2,"Docker Desktop, Git","Time Management, Universal Timer",DevOps / Cloud Engineer,100,3,5,3,5,5,10,8,3,1,3,6,Kinesthetic,,,,,,
Female,Monaragala,Commerce Stream,"Leadership, Galaxy-Level Influence","AWS Free Tier, S3",2Y1S,3.2,3.2,"AWS Free Tier, S3","Leadership, Galaxy-Level Influence",DevOps / Cloud Engineer,68,4,3,1,4,4,3,7,4,6,2,2,Aural,,,,,,
Male,Ratnapura,Maths Stream,"Teamwork, Eternal Bond Maker","Python, Pandas, Google Colab",1Y1S,4.8,3.3,"Python, Pandas, Google Colab","Teamwork, Eternal Bond Maker",Data Science & Analytics,83,2,2,5,1,1,7,3,8,3,1,8,Mixed (Read/Write + Kinesthetic),,,,,,
Female,Kegalle,Bio Stream,"Communication, Soul Connection","Java, Git, VS Code, MySQL",2Y2S,2,3.3,"Java, Git, VS Code, MySQL","Communication, Soul Connection",Data Science & Analytics,57,1,1,2,3,2,1,6,1,8,7,4,Kinesthetic,,,,,,
Female,Colombo,Arts Stream,"Creativity, Universe Builder","Python, Excel, Matplotlib",1Y2S,3.5,2.8,"Python, Excel, Matplotlib","Creativity, Universe Builder",IT / Technology Generalist,92,5,4,4,2,3,6,4,2,2,6,3,Visual,,,,,,
Male,Gampaha,Bio Stream,"Public Speaking, Golden Voice","Flutter, Dart, Android Studio",1Y1S,4.2,3,"Flutter, Dart, Android Studio","Public Speaking, Golden Voice",Mobile App Developer,64,3,5,5,5,5,9,1,9,4,9,7,Read/Write,,,,,,
Male,Kalutara,Maths Stream,"Emotional Intelligence, Gentle Heart","HTML, CSS, React.js, MongoDB",2Y1S,1.1,3,"HTML, CSS, React.js, MongoDB","Emotional Intelligence, Gentle Heart",Frontend / Web Developer,79,1,3,3,4,4,4,5,6,9,8,9,Aural,,,,,,
Female,Kandy,Commerce Stream,"Problem Solving, Tactical Mind","Java, Python, Git",1Y2S,2.9,3.2,"Java, Python, Git","Problem Solving, Tactical Mind",Software Engineer / Backend,48,4,2,2,3,3,8,9,5,5,5,5,Visual,,,,,,
Female,Matale,Technology Stream,"Time Management, Unshakeable Routine","Node.js, Express.js, Postman",2Y2S,3.7,3.2,"Node.js, Express.js, Postman","Time Management, Unshakeable Routine",Software Engineer / Backend,73,2,1,1,2,1,5,10,10,10,10,10,Kinesthetic,,,,,,
Male,Nuwara Eliya,Arts Stream,"Leadership, Forward Thinker","HTML, CSS, Bootstrap",1Y1S,4.9,3,"HTML, CSS, Bootstrap","Leadership, Forward Thinker",Frontend / Web Developer,95,5,4,4,1,2,2,8,3,1,3,4,Visual,,,,,,
Female,Galle,Bio Stream,"Teamwork, Strong Support System","SQL, Power BI (Basic), Excel",2Y1S,1.5,3.3,"SQL, Power BI (Basic), Excel","Teamwork, Strong Support System",Data Science & Analytics,88,3,1,3,5,4,10,7,4,6,2,1,Kinesthetic,,,,,,
Male,Matara,Maths Stream,"Communication, Always Clear","Figma, Canva, Basic UI",1Y2S,2.2,3,"Figma, Canva, Basic UI","Communication, Always Clear",UI/UX Designer,41,4,3,1,4,2,8,3,8,3,1,5,Read/Write,,,,,,
Female,Hambantota,Commerce Stream,"Creativity, Vision Generator","Flutter, Dart, Firebase",2Y2S,3,3,"Flutter, Dart, Firebase","Creativity, Vision Generator",Mobile App Developer,67,1,5,5,2,3,4,6,6,8,7,3,Visual,,,,,,
Male,Jaffna,Bio Stream,"Presentation Skills, Impactful Delivery","Git, Docker Desktop",1Y1S,4.4,3.2,"Git, Docker Desktop","Presentation Skills, Impactful Delivery",DevOps / Cloud Engineer,99,2,2,2,3,1,2,5,2,2,6,2,Kinesthetic,,,,,,
Female,Kilinochchi,Technology Stream,"Emotional Intelligence, Deep Compassion","AWS EC2, S3",1Y2S,1.9,3.2,"AWS EC2, S3","Emotional Intelligence, Deep Compassion",DevOps / Cloud Engineer,52,5,4,3,1,5,7,2,1,7,4,5,Aural,,,,,,
